Car Make,Car Model,Year,Battery_Type,Price_USD,Country
BYD,Dolphin,2019,Lithium-titanate,34843.22,Italy
MG,MG4 Electric,2019,Lithium-ion,59036.69,UK
Seat,Avenger,2024,Lithium-iron phosphate,130259.58,Germany
Dacia,Jogger Hybrid,2020,Nickel-manganese-cobalt,63877.57,New Zealand
Rimac,Nevera,2021,Lithium-ion,123807.42,Poland
Audi,e-tron GT,2018,Zinc-air,137099.25,Saudi Arabia
Ford,Mustang Mach-E,2017,Zinc-air,149271.84,UK
Lamborghini,Revuelto (PHEV),2024,Nickel-cobalt-aluminum,44042.07,France
Rimac,Nevera,2023,Lithium-titanate,48192.54,Vietnam
Seat,Avenger,2022,Solid-state,138229.57,Finland
Canoo,Lifestyle Vehicle,2016,Lithium-iron phosphate,136482.5,Portugal
Lotus,Emeya,2021,Sodium-ion,120135.5,Brazil
XPeng,P7,2018,Flow batteries,146690.38,South Korea
GMC,Hummer EV SUV,2018,Lithium-ion,71444.4,Portugal
Dacia,Jogger Hybrid,2018,Lithium-iron phosphate,119062.74,South Africa
BMW,iX1,2021,Lithium-iron phosphate,33674.5,Thailand
Lotus,Evija,2018,Zinc-air,101973.44,Singapore
BYD,Atto 3,2020,Lithium-titanate,122315.52,Indonesia
Mahindra,XUV400,2023,Lithium-titanate,58862.47,Japan
Li Auto,L9,2023,Nickel-cobalt-aluminum,57706.59,UK
Ferrari,Roma PHEV,2022,Nickel-cobalt-aluminum,30584.51,Canada
Maserati,Grecale Folgore,2019,Lithium-titanate,94681.79,France
Cadillac,Lyriq,2021,Lithium-titanate,115113.27,India
Citroen,?-Spacetourer,2018,Nickel-manganese-cobalt,135274.2,Portugal
Li Auto,MEGA,2015,Lithium-ion,144633.73,Italy
Toyota,Lexus UX 300e,2017,Lithium-titanate,126350.58,South Africa
Acura,ZDX (with GM Ultium),2015,Magnesium-ion,102547.12,Indonesia
VinFast,VF 8,2015,Lithium-iron phosphate,52658.33,New Zealand
Dacia,Bigster EV (upcoming),2016,Lithium-sulfur,103566.8,Vietnam
Seat,Avenger,2021,Nickel-metal hydride,43469.52,China
Citroen,?-Spacetourer,2024,Nickel-metal hydride,115391.86,Austria
Hyundai,Kona Electric,2015,Solid-state,115452.34,Mexico
Lamborghini,Lanzador (upcoming EV),2016,Lithium-titanate,136923.23,Belgium
Rivian,R1S,2017,Flow batteries,109012.19,UAE
Toyota,Lexus UX 300e,2022,Lithium-titanate,97244.12,China
Audi,e-tron,2022,Lithium-titanate,66083.61,Spain
BMW,iX1,2022,Sodium-ion,88736.73,South Africa
Renault,Kangoo E-Tech,2019,Lead-acid,36780.73,UAE
Hyundai,Kona Electric,2023,Nickel-metal hydride,100266.71,Indonesia
Rivian,EDV (Electric Delivery Van),2018,Calcium-ion,66892.66,South Africa
Peugeot,e-5008,2015,Calcium-ion,127289.11,South Africa
Volvo,C40 Recharge,2015,Nickel-manganese-cobalt,136716.24,Belgium
Renault,Scenic E-Tech,2023,Nickel-manganese-cobalt,71713.58,New Zealand
Volkswagen,ID.6,2022,Nickel-cobalt-aluminum,91179.74,France
Lucid Motors,Lucid Gravity,2020,Magnesium-ion,146996.23,Finland
Honda,Honda Prologue,2017,Aluminum-ion,103414.52,Japan
Pininfarina,Battista,2021,Lead-acid,77965.45,Argentina
Nissan,Leaf,2020,Calcium-ion,122048.3,Switzerland
Maserati,GranTurismo Folgore,2021,Nickel-metal hydride,137425.14,Austria
Volvo,C40 Recharge,2022,Calcium-ion,113151.16,Sweden
Toyota,bZ4X,2018,Lithium-iron phosphate,94488.74,Turkey
Genesis,G80 Electric,2023,Flow batteries,42123.32,Argentina
NIO,ET5,2025,Flow batteries,117348.77,Sweden
Mini,Mini Electric,2021,Lithium-sulfur,84036.26,Ireland
Lamborghini,Revuelto (PHEV),2025,Magnesium-ion,102862.66,South Africa
Kia,EV6,2024,Calcium-ion,123525.29,Germany
Acura,ZDX (with GM Ultium),2021,Flow batteries,41234.44,Singapore
GMC,Hummer EV Pickup,2015,Lithium-iron phosphate,86364.33,Sweden
Rivian,EDV (Electric Delivery Van),2025,Nickel-cobalt-aluminum,140034.46,USA
Zeekr,Zeekr 009,2018,Solid-state,36429.04,UK
Mini,Mini Cooper SE,2018,Flow batteries,108817.41,Switzerland
Toyota,Lexus UX 300e,2018,Zinc-air,41524.59,Japan
Geely,Geometry A,2017,Nickel-cobalt-aluminum,96914.46,Denmark
Zeekr,Zeekr 001,2024,Flow batteries,79780.04,Argentina
Toyota,Lexus RZ,2021,Zinc-air,112639.94,Saudi Arabia
MG,MG ZS EV,2025,Sodium-ion,83100.25,Poland
Geely,Geometry C,2018,Calcium-ion,104276.36,Japan
Genesis,G80 Electric,2019,Nickel-cobalt-aluminum,56674.96,Austria
Skoda,Enyaq Coupe,2021,Lithium-ion,92533.56,Switzerland
Jeep,Wrangler 4xe (PHEV),2018,Nickel-manganese-cobalt,118158.64,Canada
Citroen,?-C4,2024,Calcium-ion,96149.9,Turkey
VinFast,VF 8,2016,Sodium-ion,45722.66,Indonesia
Rimac,Nevera,2015,Nickel-metal hydride,92238.99,Germany
Hyundai,Ioniq 6,2023,Lithium-ion,102910.26,Israel
Fisker,Pear (upcoming),2016,Zinc-air,99166.6,Malaysia
Maserati,Grecale Folgore,2025,Lithium-sulfur,120145.63,UAE
Zeekr,Zeekr 001,2017,Zinc-air,53365.59,Brazil
BMW,iX,2022,Calcium-ion,92658.04,India
Audi,e-tron GT,2021,Magnesium-ion,140022,Israel
Jaguar,I-PACE,2023,Nickel-cobalt-aluminum,137906.09,Italy
Lucid Motors,Lucid Air,2017,Sodium-ion,139833.04,Vietnam
Zeekr,Zeekr 001,2015,Aluminum-ion,78547.36,South Korea
Rivian,R1S,2015,Lead-acid,142970.97,USA
Audi,A6 e-tron (upcoming),2022,Aluminum-ion,97670.76,Portugal
Chevrolet,Silverado EV,2017,Lithium-titanate,101294.52,Finland
Cadillac,Celestiq,2016,Lithium-sulfur,73090.41,Malaysia
Changan,Deepal S07,2021,Zinc-air,41487.15,Czech Republic
Dacia,Bigster EV (upcoming),2023,Sodium-ion,145431.6,Italy
Volkswagen,ID.2all,2023,Nickel-cobalt-aluminum,92651.21,Thailand
Genesis,GV60,2016,Nickel-cobalt-aluminum,128582.41,Japan
Dacia,Jogger Hybrid,2020,Nickel-metal hydride,70988.53,India
NIO,ET7,2022,Nickel-metal hydride,48023.85,Argentina
Toyota,Lexus RZ,2021,Lithium-ion,47929.64,Italy
Honda,Honda e (discontinued),2018,Lithium-titanate,106881.03,Portugal
Faraday Future,FF 91,2025,Calcium-ion,95278.98,Poland
Volvo,XC40 Recharge,2018,Nickel-manganese-cobalt,108377.23,Singapore
Citroen,?-Spacetourer,2018,Flow batteries,63868.89,Italy
Peugeot,e-5008,2025,Nickel-metal hydride,68631.57,Canada
Nissan,Ariya,2015,Lithium-iron phosphate,93272.08,New Zealand
Chevrolet,Equinox EV,2017,Lead-acid,113555.61,Malaysia
Rivian,R1T,2025,Calcium-ion,102501.27,Argentina
Mazda,MX-30,2019,Magnesium-ion,44613.74,India
Subaru,Solterra,2022,Lithium-sulfur,125483.6,New Zealand
Toyota,Lexus UX 300e,2022,Nickel-metal hydride,33018.07,Switzerland
Peugeot,e-3008,2023,Lithium-titanate,87139.51,South Korea
Honda,e:Ny1,2022,Nickel-cobalt-aluminum,64615.92,Switzerland
Lamborghini,Revuelto (PHEV),2022,Lithium-ion,117820.3,South Africa
Tesla,Model Y,2015,Lithium-iron phosphate,30447.82,India
VinFast,VFe34 (discontinued),2017,Solid-state,90413.44,Netherlands
Rivian,R1T,2015,Aluminum-ion,149796,Singapore
Maserati,GranTurismo Folgore,2018,Solid-state,70806.21,Portugal
Fisker,Ocean,2017,Lithium-sulfur,86121.91,UK
Honda,Honda e (discontinued),2023,Solid-state,141085.96,UAE
Polestar,Polestar 5 (upcoming),2024,Magnesium-ion,79213.58,Thailand
Great Wall Motors,ORA Lightning Cat,2020,Zinc-air,130013.9,UK
Genesis,GV80 Electric,2017,Nickel-cobalt-aluminum,102936.67,Russia
Hyundai,Ioniq 5,2024,Solid-state,52011.44,Indonesia
Tesla,Model S,2015,Calcium-ion,142052.3,Spain
Hyundai,Ioniq 6,2022,Lithium-iron phosphate,103571.63,India
XPeng,P7,2015,Magnesium-ion,66666.32,Norway
Toyota,Lexus RZ,2024,Nickel-manganese-cobalt,111842.89,Denmark
Skoda,Elroq (upcoming),2016,Calcium-ion,127004.94,Indonesia
Lamborghini,Lanzador (upcoming EV),2016,Lithium-ion,86913.93,Turkey
Seat,Avenger,2021,Lithium-sulfur,54091.75,Thailand
Faraday Future,FF 91,2020,Lead-acid,61113.95,Spain
Geely,Geometry C,2020,Flow batteries,122958.34,Malaysia
XPeng,G9,2018,Flow batteries,126567.54,Portugal
Maserati,Grecale Folgore,2018,Lithium-titanate,52383.56,Canada
Toyota,bZ4X,2022,Lithium-iron phosphate,30156.95,Switzerland
Faraday Future,FF 91,2021,Sodium-ion,81825.75,Czech Republic
Peugeot,e-208,2018,Lithium-iron phosphate,53587.92,Singapore
Canoo,Lifestyle Vehicle,2015,Aluminum-ion,87952.65,Canada
Changan,Deepal S07,2024,Flow batteries,133565.05,Vietnam
Dacia,Bigster EV (upcoming),2023,Zinc-air,139354.17,Norway
Great Wall Motors,ORA Lightning Cat,2021,Magnesium-ion,139716.3,Canada
Ferrari,SF90 Stradale (PHEV),2017,Lithium-iron phosphate,100589.96,France
Tesla,Model X,2023,Magnesium-ion,105356.22,Thailand
Chevrolet,Silverado EV,2015,Nickel-manganese-cobalt,117690.13,Denmark
Zeekr,Zeekr 009,2025,Lithium-sulfur,104422.93,Norway
Polestar,Polestar 5 (upcoming),2019,Lithium-iron phosphate,92310.89,Finland
Mini,Mini Aceman,2020,Lithium-titanate,146606.13,Australia
GMC,Hummer EV Pickup,2016,Lithium-titanate,102846.2,Finland
XPeng,G9,2019,Lithium-ion,101180.23,Brazil
Jaguar,I-PACE,2025,Zinc-air,65064.75,UK
Volkswagen,ID.2all,2015,Lithium-sulfur,139205.71,Brazil
Citroen,?-Spacetourer,2024,Nickel-manganese-cobalt,116002.81,Hungary
Ford,F-150 Lightning,2023,Calcium-ion,100425.79,Turkey
Mini,Mini Aceman,2016,Sodium-ion,142423.23,Singapore
MG,MG ES5,2021,Solid-state,121464.84,UAE
Ferrari,SF90 Stradale (PHEV),2025,Lithium-sulfur,140094,Malaysia
Faraday Future,FF 91,2020,Calcium-ion,90934.75,Italy
Mahindra,Born Electric (upcoming range),2019,Sodium-ion,114964.73,Switzerland
Great Wall Motors,ORA Ballet Cat,2015,Lithium-ion,137124.88,Czech Republic
Kia,EV9,2021,Nickel-metal hydride,109078.92,Canada
Zeekr,Zeekr 007,2019,Zinc-air,123868.61,Sweden
Jaguar,I-PACE,2019,Solid-state,63950.12,Mexico
Faraday Future,FF 91,2016,Nickel-cobalt-aluminum,125319.84,New Zealand
Subaru,Solterra,2015,Lead-acid,39534.92,Argentina
Dacia,Bigster EV (upcoming),2024,Lithium-iron phosphate,123412.37,Belgium
MG,MG5 EV,2025,Flow batteries,124806.63,Denmark
XPeng,G9,2015,Lithium-ion,142851.72,Belgium
Lamborghini,Lanzador (upcoming EV),2023,Nickel-metal hydride,103792.59,Poland
XPeng,G6,2019,Aluminum-ion,65877.32,UK
Ford,Explorer EV (Europe),2019,Lithium-sulfur,53294.93,Netherlands
Rimac,Nevera,2025,Lithium-titanate,97977.4,India
Rivian,EDV (Electric Delivery Van),2024,Lithium-titanate,82459.49,Sweden
Lamborghini,Lanzador (upcoming EV),2019,Magnesium-ion,149519.96,China
Polestar,Polestar 3,2019,Nickel-cobalt-aluminum,57186.77,Austria
Dacia,Jogger Hybrid,2018,Lead-acid,148723.04,Russia
Skoda,Enyaq Coupe,2025,Magnesium-ion,85244.97,UAE
Acura,ZDX (with GM Ultium),2025,Nickel-cobalt-aluminum,79707.73,Netherlands
Honda,Honda Prologue,2017,Lithium-ion,91212.19,Spain
Acura,ZDX (with GM Ultium),2024,Lead-acid,79061.75,France
Acura,ZDX (with GM Ultium),2018,Aluminum-ion,79290.79,Norway
Rivian,EDV (Electric Delivery Van),2016,Lithium-ion,88927.87,Argentina
Opel,Mokka-e,2020,Zinc-air,114394.86,Finland
Canoo,Lifestyle Vehicle,2015,Lithium-sulfur,137621.99,Argentina
Volkswagen,ID.3,2021,Lead-acid,54139.95,Canada
Hyundai,Ioniq 5,2022,Lithium-sulfur,79348.02,Japan
Nissan,Ariya,2017,Lithium-sulfur,84828.34,South Korea
Renault,Scenic E-Tech,2016,Lithium-ion,131455.05,Vietnam
Opel,Corsa-e,2017,Solid-state,112578.73,Norway
Acura,ZDX (with GM Ultium),2019,Lead-acid,134504.74,Mexico
Dacia,Jogger Hybrid,2015,Nickel-metal hydride,93398.47,Mexico
Audi,Q4 e-tron,2019,Lead-acid,102815.01,Czech Republic
Tesla,Model X,2022,Lithium-titanate,114066.87,USA
Geely,Geometry A,2025,Flow batteries,145998.83,Malaysia
Skoda,Enyaq,2018,Aluminum-ion,107033.26,Saudi Arabia
Fisker,Ocean,2022,Lithium-titanate,114173.39,Brazil
Dacia,Jogger Hybrid,2022,Zinc-air,89948.12,Ireland
Dacia,Bigster EV (upcoming),2020,Calcium-ion,141767.49,Australia
Ferrari,Roma PHEV,2021,Nickel-metal hydride,108306.36,Norway
Mini,Mini Cooper SE,2016,Solid-state,33166.75,Austria
Tesla,Cybertruck,2016,Flow batteries,89951.3,Netherlands
Changan,Deepal S07,2022,Magnesium-ion,76283.66,France
Subaru,Solterra,2015,Nickel-manganese-cobalt,73442.04,Singapore
BYD,Dolphin,2018,Calcium-ion,117672.84,Finland
Toyota,Lexus UX 300e,2023,Nickel-cobalt-aluminum,96119.61,Canada
Cadillac,Lyriq,2020,Calcium-ion,66827.39,Belgium
Ford,Mustang Mach-E,2016,Zinc-air,81094.29,Canada
Jeep,Grand Cherokee 4xe (PHEV),2018,Sodium-ion,59437.88,New Zealand
Renault,Kangoo E-Tech,2020,Lithium-iron phosphate,112745.51,Italy
Jaguar,I-PACE,2017,Lead-acid,74206.78,Austria
Genesis,G80 Electric,2023,Nickel-cobalt-aluminum,98118.96,Malaysia
Great Wall Motors,ORA Ballet Cat,2016,Nickel-manganese-cobalt,55401.95,Hungary
Fisker,Ocean,2024,Nickel-metal hydride,62600.87,Denmark
GMC,Hummer EV SUV,2018,Lithium-iron phosphate,124918.98,South Africa
Genesis,GV80 Electric,2019,Magnesium-ion,47508.83,Israel
Tesla,Model S,2023,Magnesium-ion,142567.83,Canada
Geely,Geometry C,2018,Lead-acid,68994.09,Japan
Mazda,MX-30,2021,Nickel-metal hydride,64059.88,USA
Dacia,Jogger Hybrid,2017,Flow batteries,133211.58,Malaysia
Great Wall Motors,ORA Ballet Cat,2015,Lithium-titanate,59980.24,South Africa
Lucid Motors,Lucid Gravity,2017,Solid-state,30054.61,Netherlands
Cadillac,Celestiq,2021,Lithium-sulfur,53009.4,Denmark
Cadillac,Lyriq,2020,Aluminum-ion,82709.38,France
Peugeot,e-3008,2024,Nickel-metal hydride,42317.28,Netherlands
Citroen,?-C4,2018,Calcium-ion,99729.71,Canada
Nissan,Leaf,2022,Lithium-sulfur,90730.65,Poland
Subaru,Solterra,2023,Nickel-metal hydride,76270.21,Hungary
Rimac,Nevera,2017,Lithium-titanate,41804.87,South Africa
Mazda,MX-30,2023,Lithium-sulfur,47706.18,Spain
Tesla,Model 3,2020,Lithium-iron phosphate,94427.56,Japan
Acura,ZDX (with GM Ultium),2025,Lithium-titanate,66286.07,Russia
Seat,Avenger,2015,Lithium-iron phosphate,74444.51,Germany
Faraday Future,FF 91,2020,Lithium-sulfur,82424.16,Saudi Arabia
Lamborghini,Lanzador (upcoming EV),2017,Lithium-iron phosphate,91354.71,India
Zeekr,Zeekr 001,2022,Aluminum-ion,108085.62,Brazil
Jeep,Grand Cherokee 4xe (PHEV),2016,Calcium-ion,108096.08,Belgium
Great Wall Motors,ORA Lightning Cat,2015,Lithium-titanate,109034.7,Finland
Dacia,Bigster EV (upcoming),2017,Magnesium-ion,139434.33,China
BYD,Atto 3,2020,Sodium-ion,119099.52,China
Peugeot,e-208,2015,Zinc-air,57647.1,Vietnam
Nissan,Ariya,2016,Nickel-manganese-cobalt,61297.78,Russia
Porsche,Macan EV,2025,Calcium-ion,136421.16,Finland
Skoda,Elroq (upcoming),2020,Aluminum-ion,49347.77,Hungary
Subaru,Solterra,2018,Solid-state,58888.54,Vietnam
Polestar,Polestar 2,2023,Magnesium-ion,144220.2,UK
Honda,e:Ny1,2023,Solid-state,37521.74,UAE
Ferrari,Ferrari EV (2025+),2024,Nickel-manganese-cobalt,45403.1,Portugal
Subaru,Solterra,2016,Lithium-ion,65307.45,USA
BYD,Seal,2022,Zinc-air,149820.78,Italy
Mini,Mini Electric,2022,Nickel-cobalt-aluminum,138746.77,Australia
Great Wall Motors,ORA Lightning Cat,2025,Solid-state,98851.29,Australia
BYD,Han EV,2024,Lithium-sulfur,127018.54,Australia
Jeep,Recon (upcoming),2019,Lithium-titanate,88135.2,Turkey
Mini,Mini Cooper SE,2017,Lithium-ion,122064.88,Norway
Rimac,Nevera,2022,Lithium-ion,38964.41,Denmark
Skoda,Elroq (upcoming),2020,Lithium-titanate,142436.39,Japan
MG,MG4 Electric,2025,Lithium-titanate,33754.03,Australia
Citroen,?-C4,2016,Magnesium-ion,74047.32,Saudi Arabia
Zeekr,Zeekr 007,2022,Solid-state,82008.44,Czech Republic
Hyundai,Kona Electric,2015,Solid-state,48843.62,South Korea
Volkswagen,ID.5,2021,Flow batteries,60764.04,South Korea
Faraday Future,FF 91,2022,Zinc-air,130977.7,Czech Republic
Hyundai,Ioniq 7 (upcoming),2019,Lithium-iron phosphate,112720.77,Argentina
Canoo,Pickup,2015,Lithium-ion,117460.47,Brazil
NIO,ET9,2020,Solid-state,38764.74,Spain
NIO,ET5,2022,Solid-state,33965.83,Norway
Genesis,GV70 Electric,2020,Calcium-ion,80930.41,Indonesia
GMC,Hummer EV SUV,2019,Lithium-titanate,132122.22,Hungary
Genesis,GV80 Electric,2015,Lead-acid,51956.69,Italy
Seat,Avenger,2025,Lithium-titanate,33631.18,Russia
BYD,Seal,2019,Aluminum-ion,86803.32,New Zealand
Subaru,Solterra,2019,Magnesium-ion,93848.73,Italy
Faraday Future,FF 91,2018,Nickel-manganese-cobalt,133841.24,India
Mercedes-Benz,EQE SUV,2019,Magnesium-ion,35222.81,Vietnam
Peugeot,e-3008,2022,Lithium-ion,73268.27,France
BYD,Han EV,2025,Calcium-ion,106154.57,South Africa
Skoda,Enyaq,2021,Solid-state,117109.05,Poland
MG,MG ZS EV,2017,Nickel-manganese-cobalt,134889.82,Sweden
Mercedes-Benz,EQB,2024,Lithium-iron phosphate,42283.44,Portugal
Mini,Mini Cooper SE,2016,Solid-state,144840.21,Brazil
Cadillac,Lyriq,2015,Nickel-manganese-cobalt,50364.98,Italy
Rivian,R1S,2019,Lithium-iron phosphate,124504.43,Malaysia
Canoo,Pickup,2016,Lithium-ion,120790.84,Spain
Ferrari,Ferrari EV (2025+),2021,Magnesium-ion,38193.98,New Zealand
Lucid Motors,Lucid Air,2023,Nickel-manganese-cobalt,104723.61,Austria
Hyundai,Ioniq 6,2023,Sodium-ion,84464.22,Ireland
Cadillac,Lyriq,2022,Nickel-metal hydride,48794.65,Canada
Li Auto,L7,2017,Lithium-iron phosphate,138831.96,South Africa
Mercedes-Benz,EQB,2015,Calcium-ion,133646.9,Czech Republic
Volvo,XC40 Recharge,2015,Nickel-manganese-cobalt,71945.83,Russia
Ferrari,SF90 Stradale (PHEV),2019,Sodium-ion,59772.92,Finland
Maserati,Grecale Folgore,2019,Magnesium-ion,140262.98,UAE
Ford,Mustang Mach-E,2022,Aluminum-ion,102572.9,Singapore
Honda,e:Ny1,2022,Lead-acid,118293.1,Argentina
XPeng,P5,2022,Flow batteries,90480.45,Belgium
BMW,i3,2017,Lithium-sulfur,61916.38,Ireland
Tesla,Model X,2022,Lithium-ion,38192.66,Malaysia
Citroen,?-C4,2018,Flow batteries,55001.14,Russia
Polestar,Polestar 2,2015,Lead-acid,43816.67,Sweden
Maserati,Grecale Folgore,2020,Aluminum-ion,102689.87,Switzerland
Genesis,GV70 Electric,2017,Zinc-air,111558.43,Malaysia
Zeekr,Zeekr 001,2015,Nickel-manganese-cobalt,124461.54,Malaysia
Mini,Mini Cooper SE,2019,Aluminum-ion,39893.78,India
Dacia,Bigster EV (upcoming),2019,Calcium-ion,130000.81,Vietnam
Audi,Q4 e-tron,2017,Nickel-manganese-cobalt,60083.11,Ireland
Hyundai,Ioniq 5,2017,Lithium-iron phosphate,97582.43,USA
Dacia,Bigster EV (upcoming),2023,Lithium-sulfur,125408.24,Argentina
Tesla,Model X,2020,Nickel-cobalt-aluminum,137033.17,Poland
BYD,Dolphin,2021,Nickel-cobalt-aluminum,35624.27,Italy
Zeekr,Zeekr 009,2020,Aluminum-ion,37442.77,Finland
Changan,Deepal S07,2019,Lithium-titanate,112432.69,Argentina
Volvo,EX90,2025,Lithium-sulfur,79786.27,Denmark
Lucid Motors,Lucid Air,2023,Lithium-titanate,32378.18,France
MG,MG5 EV,2020,Lead-acid,72657.5,Thailand
Fisker,Pear (upcoming),2023,Lithium-iron phosphate,135563.39,Turkey
Zeekr,Zeekr X,2025,Lithium-iron phosphate,119345.97,Spain
Seat,Avenger,2024,Zinc-air,133285.39,Poland
Maserati,GranTurismo Folgore,2017,Nickel-cobalt-aluminum,100782.57,Vietnam
Volkswagen,ID.Buzz,2022,Calcium-ion,149616.97,Italy
Jaguar,I-PACE,2025,Solid-state,117721.16,Netherlands
XPeng,G9,2021,Nickel-cobalt-aluminum,148249.33,Japan
Skoda,Elroq (upcoming),2016,Lithium-sulfur,143327.97,South Africa
Lotus,Emeya,2018,Magnesium-ion,31737.92,Ireland
VinFast,VF 9,2015,Nickel-metal hydride,54265.4,Finland
Pininfarina,Battista,2017,Magnesium-ion,72551.88,Malaysia
Subaru,Solterra,2019,Nickel-manganese-cobalt,42690.33,Belgium
Dacia,Jogger Hybrid,2017,Solid-state,60562,Austria
Genesis,GV80 Electric,2023,Nickel-metal hydride,55826.21,Singapore
Jaguar,I-PACE,2017,Nickel-manganese-cobalt,110154.9,Czech Republic
Chevrolet,Silverado EV,2025,Lithium-titanate,116056.97,Spain
Canoo,Lifestyle Vehicle,2024,Magnesium-ion,48757.21,USA
MG,MG4 Electric,2020,Nickel-metal hydride,68352.92,France
Tesla,Model S,2024,Lithium-ion,147056.35,Turkey
XPeng,G9,2023,Nickel-cobalt-aluminum,108506.7,Czech Republic
Fisker,Pear (upcoming),2023,Lithium-sulfur,119827.74,Denmark
Kia,EV9,2021,Zinc-air,79006.57,Indonesia
Peugeot,e-3008,2017,Nickel-metal hydride,106491.31,USA
Fisker,Pear (upcoming),2024,Flow batteries,45655.41,Thailand
BMW,iX,2024,Calcium-ion,88402.77,Israel
Mini,Mini Electric,2024,Nickel-metal hydride,115955.9,Poland
Genesis,GV80 Electric,2018,Zinc-air,55490.12,Czech Republic
Ford,E-Transit,2019,Nickel-cobalt-aluminum,112539.96,Vietnam
Li Auto,L8,2025,Lithium-titanate,70246.83,Mexico
Ferrari,SF90 Stradale (PHEV),2018,Magnesium-ion,127754.12,Belgium
Mercedes-Benz,G-Class Electric (upcoming),2015,Lithium-titanate,110636.88,Spain
Cadillac,Optiq (upcoming),2021,Solid-state,127650.66,South Africa
Cadillac,Celestiq,2015,Magnesium-ion,144849.17,Hungary
Volvo,C40 Recharge,2016,Lead-acid,118944.19,New Zealand
Cadillac,Lyriq,2025,Zinc-air,135198.93,Germany
Tesla,Roadster (upcoming),2017,Lithium-iron phosphate,141381.68,Thailand
Lamborghini,Revuelto (PHEV),2016,Nickel-metal hydride,101376.52,New Zealand
Mini,Mini Cooper SE,2022,Flow batteries,30684.38,Israel
Mazda,Mazda EV (upcoming models),2023,Lithium-iron phosphate,139577.44,Czech Republic
Seat,Avenger,2015,Nickel-metal hydride,131251.93,Japan
Lucid Motors,Lucid Gravity,2025,Lithium-titanate,50127.75,USA
Seat,Avenger,2023,Lithium-iron phosphate,84104.19,Argentina
Kia,EV9,2022,Zinc-air,138642.8,Netherlands
MG,MG ZS EV,2016,Magnesium-ion,119036.44,Italy
XPeng,G9,2017,Nickel-cobalt-aluminum,34895.5,Poland
Nissan,Ariya,2025,Lithium-ion,63721.43,South Korea
MG,MG5 EV,2017,Lead-acid,57922.19,Turkey
Genesis,GV70 Electric,2015,Flow batteries,70769.1,Austria
Mercedes-Benz,G-Class Electric (upcoming),2025,Zinc-air,97764.94,UAE
Honda,e:Ny1,2021,Aluminum-ion,104154.12,Argentina
Great Wall Motors,ORA Ballet Cat,2019,Calcium-ion,85306.59,Thailand
Lamborghini,Lanzador (upcoming EV),2018,Flow batteries,83739.72,Ireland
Mini,Mini Aceman,2016,Zinc-air,143859.7,Mexico
Jeep,Wagoneer S,2017,Lithium-sulfur,34681.26,France
Volkswagen,ID.4,2025,Lithium-iron phosphate,66640.04,Netherlands
GMC,Hummer EV SUV,2025,Zinc-air,96675.45,Belgium
Rivian,EDV (Electric Delivery Van),2020,Lithium-titanate,138136.99,Finland
Subaru,Solterra,2019,Lead-acid,96868.41,Thailand
Lamborghini,Lanzador (upcoming EV),2025,Nickel-manganese-cobalt,70018.84,Belgium
Zeekr,Zeekr X,2018,Lithium-sulfur,45983.11,Thailand
XPeng,G6,2023,Lead-acid,85124.41,Portugal
Toyota,Lexus RZ,2017,Solid-state,99103.63,Singapore
Dacia,Bigster EV (upcoming),2017,Calcium-ion,43159.28,China
GMC,Hummer EV Pickup,2019,Flow batteries,82911.25,Hungary
BYD,Tang EV,2015,Lithium-ion,147788.67,China
Polestar,Polestar 2,2020,Nickel-manganese-cobalt,118818.03,Germany
Great Wall Motors,ORA Ballet Cat,2025,Flow batteries,119373.26,China
Jaguar,I-PACE,2021,Magnesium-ion,83504.87,Ireland
Cadillac,Optiq (upcoming),2025,Lithium-ion,122729.19,UK
Renault,5 E-Tech,2016,Nickel-cobalt-aluminum,52469.57,Netherlands
Volkswagen,ID.3,2017,Lithium-ion,114241.95,Czech Republic
Cadillac,Optiq (upcoming),2022,Lead-acid,107679.76,UK
Mahindra,XUV400,2018,Lithium-titanate,147570.67,Argentina
Changan,Deepal S07,2025,Nickel-manganese-cobalt,103056.52,Israel
Maserati,Grecale Folgore,2021,Nickel-manganese-cobalt,41964.6,Israel
Canoo,Lifestyle Vehicle,2024,Lithium-ion,134948.72,Brazil
Tesla,Cybertruck,2021,Lithium-iron phosphate,77135.5,Hungary
NIO,ET9,2025,Nickel-metal hydride,93167.64,Italy
Acura,ZDX (with GM Ultium),2020,Nickel-cobalt-aluminum,106909.17,Australia
BYD,Seal,2022,Aluminum-ion,119938.14,Brazil
Canoo,MPDV,2023,Calcium-ion,89012.86,Netherlands
Skoda,Enyaq Coupe,2020,Aluminum-ion,111437.23,Singapore
Chevrolet,Silverado EV,2015,Lithium-ion,115739.84,Czech Republic
Maserati,GranTurismo Folgore,2016,Lithium-titanate,59718.93,Finland
Toyota,bZ4X,2023,Sodium-ion,136217.28,China
Genesis,G80 Electric,2020,Zinc-air,34928.02,Finland
Lucid Motors,Lucid DreamDrive,2025,Lithium-iron phosphate,40420.46,Poland
Nissan,Leaf,2016,Lithium-iron phosphate,112098.42,Japan
VinFast,VF 9,2022,Lithium-iron phosphate,72849.66,Mexico
Pininfarina,Battista,2018,Sodium-ion,36062.63,Finland
Renault,5 E-Tech,2018,Lithium-titanate,111445.8,Poland
Ford,Explorer EV (Europe),2019,Lithium-ion,82801.97,France
